Security Symbol,Security Name,Industry,snapshot_date,source_url
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
RELCAPITAL,Reliance Capital Ltd.,FINANCE,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
RPOWER,Reliance Power Ltd.,POWER,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
SAIL,Steel Authority of India Ltd,STEEL AND STEEL PRODUCTS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
SBIN,State Bank of India,BANKS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
STER,Sterlite Industries (India) Ltd.,METALS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
UNITECH,Unitech Ltd.,CONSTRUCTION,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2010-03-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_mar10.zip
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
AXISBANK,Axis Bank Ltd.,BANKS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
DLF,DLF Ltd.,CONSTRUCTION,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
GAIL,GAIL (India) Ltd.,GAS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
ITC,I T C Ltd.,CIGARETTES,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,DIVERSIFIED,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
NTPC,NTPC Ltd.,POWER,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
PNB,Punjab National Bank,BANKS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
RELCAPITAL,Reliance Capital Ltd.,FINANCE,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
RPOWER,Reliance Power Ltd.,POWER,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
SBIN,State Bank of India,BANKS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
STER,Sterlite Industries (India) Ltd.,METALS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
UNITECH,Unitech Ltd.,CONSTRUCTION,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2010-04-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_apr10.zip
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
AXISBANK,Axis Bank Ltd.,BANKS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
DLF,DLF Ltd.,CONSTRUCTION,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
GAIL,GAIL (India) Ltd.,GAS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
ITC,I T C Ltd.,CIGARETTES,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,DIVERSIFIED,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
NTPC,NTPC Ltd.,POWER,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
PNB,Punjab National Bank,BANKS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
RELCAPITAL,Reliance Capital Ltd.,FINANCE,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
RPOWER,Reliance Power Ltd.,POWER,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
SBIN,State Bank of India,BANKS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
STER,Sterlite Industries (India) Ltd.,METALS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
UNITECH,Unitech Ltd.,CONSTRUCTION,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2010-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may10.zip
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
AXISBANK,Axis Bank Ltd.,BANKS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
DLF,DLF Ltd.,CONSTRUCTION,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
GAIL,GAIL (India) Ltd.,GAS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2010-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun10.zip
