Security Symbol,Security Name,Industry,snapshot_date,source_url
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
ITC,I T C Ltd.,CIGARETTES,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
IOC,Indian Oil Corporation Ltd.,REFINERIES,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
LUPIN,Lupin Ltd.,PHARMACEUTICALS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
NTPC,NTPC Ltd.,POWER,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
SBIN,State Bank of India,BANKS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
VEDL,Vedanta Ltd.,MINING,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
YESBANK,Yes Bank Ltd.,BANKS,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,2018-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun18.zip
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
AXISBANK,Axis Bank Ltd.,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
BAJFINANCE,Bajaj Finance Ltd.,FINANCE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
COALINDIA,Coal India Ltd.,MINING,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
GAIL,GAIL (India) Ltd.,GAS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
IOC,Indian Oil Corporation Ltd.,REFINERIES,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ITC,I T C Ltd.,CIGARETTES,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
LUPIN,Lupin Ltd.,PHARMACEUTICALS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
NTPC,NTPC Ltd.,POWER,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
SBIN,State Bank of India,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
VEDL,Vedanta Ltd.,MINING,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
YESBANK,Yes Bank Ltd.,BANKS,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,2018-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul18.zip
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
AXISBANK,Axis Bank Ltd.,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
BAJFINANCE,Bajaj Finance Ltd.,FINANCE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
COALINDIA,Coal India Ltd.,MINING,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
GAIL,GAIL (India) Ltd.,GAS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
ITC,I T C Ltd.,CIGARETTES,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
IOC,Indian Oil Corporation Ltd.,REFINERIES,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
LUPIN,Lupin Ltd.,PHARMACEUTICALS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
NTPC,NTPC Ltd.,POWER,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
SBIN,State Bank of India,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
